,datetime_local,cloud_cover,apparent_temperature,temperature,humidity,dew_point,wind_bearing,wind_speed,wind_gust,pressure,uv_index,ozone,precip_intensity,precip_probability,visibility,precip_type_-9999,precip_type_-9999.,precip_type_rain,icon_Breezy and Foggy,icon_Clear,icon_Foggy,icon_Humid,icon_Humid and Foggy,icon_Humid and Mostly Cloudy,icon_Humid and Overcast,icon_Humid and Partly Cloudy,icon_Light Rain,icon_Light Rain and Humid,icon_Mostly Cloudy,icon_Overcast,icon_Partly Cloudy,icon_Possible Drizzle and Humid,icon_Possible Light Rain,icon_Possible Light Rain and Humid,icon_Rain,icon_Rain and Humid,week_of_year,pahar,lead_15Mins,lead_30Mins,lead_45Mins,lead_60Mins
10651,2019-05-30 08:00:00,0.0,32.18,32,0,10.63,181,3.32,3.72,1000.93,2,293.3,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1,7.45,8.38,9.29,10.1
10652,2019-05-30 09:00:00,0.0,34.87,35,0,9.15,216,4.0,4.83,1001.13,5,292.9,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2,10.82,11.44,11.99,12.53
10653,2019-05-30 10:00:00,0.0,38.51,39,0,6.44,240,4.28,5.75,1000.98,8,292.3,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2,12.98,13.37,13.89,14.13
10654,2019-05-30 11:00:00,0.0,41.5,42,0,4.14,245,4.19,6.09,1000.73,10,291.4,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2,14.42,14.43,14.75,14.77
10655,2019-05-30 12:00:00,0.0,43.19,43,0,2.74,228,4.04,6.01,1000.25,12,290.6,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,3,14.83,15.1,14.8,14.78
10656,2019-05-30 13:00:00,0.0,44.28,44,0,1.17,270,4.06,5.93,999.37,12,290.2,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,3,14.34,13.65,12.68,13.56
10657,2019-05-30 14:00:00,0.0,45.01,45,0,-0.37,320,4.08,5.76,998.44,10,289.9,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,3,11.26,12.66,11.81,10.69
10658,2019-05-30 15:00:00,0.0,45.44,45,0,-1.78,310,4.1,5.73,997.67,7,289.7,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,4,8.94,9.75,6.5,8.36
10659,2019-05-30 16:00:00,0.0,45.64,46,0,-3.0,300,4.11,5.86,997.06,5,289.7,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,4,6.69,5.12,3.62,4.15
10660,2019-05-30 17:00:00,0.0,45.87,46,0,-2.44,306,3.74,5.54,996.33,2,288.1,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,4,3.35,2.43,1.8,0.0
10661,2019-05-30 18:00:00,0.0,45.55,46,0,-2.14,340,3.24,4.78,995.87,1,286.3,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,4,0.0,0.0,0.0,0.0
10673,2019-05-31 06:00:00,0.0,32.25,32,0,11.42,268,3.53,4.21,999.17,0,285.8,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1,0.0,0.0,0.0,0.0
10674,2019-05-31 07:00:00,0.0,34.25,34,0,11.37,268,3.45,5.52,999.35,1,285.6,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1,0.0,0.0,0.0,0.0
10675,2019-05-31 08:00:00,0.0,36.92,37,0,10.88,268,3.46,6.95,999.48,2,285.3,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1,0.0,0.0,0.0,0.0
10676,2019-05-31 09:00:00,0.0,39.49,39,0,10.29,237,3.67,7.25,999.63,5,284.9,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2,0.0,0.0,0.0,0.0
10677,2019-05-31 10:00:00,0.0,41.93,42,0,9.63,273,4.08,6.42,999.59,8,284.5,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2,0.0,0.0,0.0,0.0
10678,2019-05-31 11:00:00,0.0,43.76,44,0,8.96,301,4.15,4.92,999.62,11,284.1,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2,0.0,0.0,0.0,0.0
10679,2019-05-31 12:00:00,0.0,44.88,45,0,7.55,306,3.91,3.92,999.5,12,283.8,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,3,0.0,0.0,0.0,0.0
10680,2019-05-31 13:00:00,0.0,45.67,46,0,4.71,275,3.72,3.79,998.9,12,283.5,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,3,0.0,0.0,0.0,0.0
10681,2019-05-31 14:00:00,0.0,45.7,46,0,1.82,243,3.5,3.8,998.22,10,283.3,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,3,0.0,0.0,0.0,0.0
10682,2019-05-31 15:00:00,0.0,45.4,45,0,-0.06,284,3.32,3.89,997.6,8,283.2,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,4,0.0,0.0,0.0,0.0
10683,2019-05-31 16:00:00,0.0,45.34,45,0,-1.08,293,3.17,3.98,997.07,5,283.2,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,4,0.0,0.0,0.0,0.0
10684,2019-05-31 17:00:00,0.0,45.48,45,0,-1.24,303,3.51,4.02,996.93,2,282.1,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,4,0.0,0.0,0.0,0.0
10685,2019-05-31 18:00:00,0.0,45.07,45,0,-1.28,327,3.68,3.77,997.05,1,280.6,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,4,0.0,0.0,0.0,0.61
10697,2019-06-01 06:00:00,0.09,31.12,31,0,15.0,282,3.35,3.41,999.35,0,275.9,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1,1.4,1.83,2.03,2.54
10698,2019-06-01 07:00:00,0.32,31.09,31,0,15.87,251,3.75,4.38,999.94,1,276.4,0.0,0.0,16.09,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,22,1,4.04,4.08,5.0,6.03
10699,2019-06-01 08:00:00,0.54,32.29,32,0,15.7,232,4.16,5.97,1000.5,2,277.1,0.0,0.0,16.09,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,22,1,7.06,7.87,8.67,9.53
10700,2019-06-01 09:00:00,0.65,34.23,34,0,14.35,234,4.2,6.88,1000.71,4,277.5,0.0,0.0,16.09,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,22,2,10.42,11.22,11.83,12.46
10701,2019-06-01 10:00:00,0.66,36.67,37,0,12.0,261,3.9,6.83,1000.74,6,277.7,0.0,0.0,16.09,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,22,2,12.98,13.55,13.95,14.27
10702,2019-06-01 11:00:00,0.61,39.45,39,0,8.92,307,3.67,6.38,1000.8,7,279.6,0.0,0.0,16.09,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,22,2,14.42,14.67,14.7,14.72
10703,2019-06-01 12:00:00,0.51,41.86,42,0,5.51,256,3.81,6.08,1000.58,9,281.5,0.0,0.0,16.09,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,22,3,14.93,8.82,0.0,0.0
10704,2019-06-01 13:00:00,0.34,43.73,44,0,1.51,282,4.25,6.11,999.94,10,281.5,0.0,0.0,16.09,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,22,3,0.0,0.0,0.0,0.0
10705,2019-06-01 14:00:00,0.16,45.14,45,0,-2.35,308,4.67,6.24,999.13,9,281.3,0.0,0.0,16.09,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,22,3,0.0,0.0,0.0,0.0
10706,2019-06-01 15:00:00,0.07,45.94,46,0,-4.58,295,4.8,6.57,998.29,7,281.4,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,4,0.0,0.0,0.0,0.0
10707,2019-06-01 16:00:00,0.04,46.29,46,0,-5.02,297,4.66,7.1,997.34,5,281.7,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,4,0.0,0.0,0.0,0.0
10708,2019-06-01 17:00:00,0.05,46.75,47,0,-4.0,308,3.45,6.73,996.28,2,279.4,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,4,1.34,2.17,1.13,0.0
10709,2019-06-01 18:00:00,0.04,46.51,47,0,-3.49,345,2.23,5.65,995.65,1,276.9,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,4,0.0,0.0,0.0,0.31
10721,2019-06-02 06:00:00,0.11,32.33,31,0,18.13,98,3.4,8.08,998.99,0,284.9,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1,0.62,1.01,1.51,2.4
10722,2019-06-02 07:00:00,0.06,33.44,32,0,18.99,109,3.66,7.88,999.73,1,285.1,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1,3.93,4.08,5.01,5.89
10723,2019-06-02 08:00:00,0.02,34.74,33,0,18.51,117,3.83,7.24,1000.35,2,285.3,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1,6.8,7.56,8.29,9.09
10724,2019-06-02 09:00:00,0.0,36.55,36,0,17.39,121,3.93,6.43,1000.6,5,285.4,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2,9.66,10.39,11.09,11.6
10725,2019-06-02 10:00:00,0.0,38.97,38,0,15.79,120,3.94,5.46,1000.48,8,285.5,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2,12.11,6.1,12.58,12.74
10726,2019-06-02 11:00:00,0.0,40.8,41,0,13.8,116,3.71,4.23,1000.36,11,285.9,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2,12.78,13.33,13.38,13.56
10727,2019-06-02 12:00:00,0.0,42.25,42,0,10.99,119,3.37,3.52,1000.24,12,286.3,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,3,13.83,13.72,13.13,12.76
10728,2019-06-02 13:00:00,0.0,43.32,43,0,6.75,145,3.11,3.78,999.71,12,286.0,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,3,10.99,11.2,7.79,7.29
10729,2019-06-02 14:00:00,0.0,44.27,44,0,2.11,304,2.91,4.33,998.96,10,285.6,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,3,12.2,11.61,10.44,8.51
10730,2019-06-02 15:00:00,0.0,45.2,45,0,-1.63,260,2.92,4.9,998.09,8,285.5,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,4,9.42,8.66,8.85,7.78
10731,2019-06-02 16:00:00,0.0,46.14,46,0,-4.23,330,3.16,5.49,997.18,5,285.6,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,4,6.2,5.42,4.92,3.33
10732,2019-06-02 17:00:00,0.0,46.28,46,0,-4.46,349,3.06,5.58,996.54,2,284.7,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,4,2.7,2.22,1.62,0.0
10733,2019-06-02 18:00:00,0.0,45.43,45,0,-3.95,327,2.64,4.89,996.3,1,283.7,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,4,0.0,0.0,0.0,0.24
10745,2019-06-03 06:00:00,0.0,33.5,33,0,16.85,107,3.46,6.12,998.4,0,276.9,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1,0.65,1.03,1.7,2.31
10746,2019-06-03 07:00:00,0.0,35.65,34,0,18.89,118,4.42,6.83,999.19,1,276.6,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1,3.71,3.85,4.73,5.62
10747,2019-06-03 08:00:00,0.0,37.92,36,0,19.42,131,5.26,7.21,999.88,3,276.5,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1,6.54,7.31,8.16,9.02
10748,2019-06-03 09:00:00,0.0,39.47,38,0,18.01,144,5.39,6.59,1000.1,5,276.5,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2,9.52,9.94,10.58,11.14
10749,2019-06-03 10:00:00,0.0,40.35,40,0,14.42,158,4.82,5.17,999.86,8,276.5,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2,11.72,12.07,12.54,12.98
10750,2019-06-03 11:00:00,0.0,42.08,42,0,11.73,160,4.15,4.15,999.9,11,277.0,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2,13.12,13.28,13.26,13.42
10751,2019-06-03 12:00:00,0.0,43.11,43,0,9.8,158,3.63,3.82,1000.15,12,277.6,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,3,13.43,13.32,13.22,12.98
10752,2019-06-03 13:00:00,0.0,44.0,44,0,6.28,215,3.15,4.42,999.52,12,278.0,0.01,0.01,16.09,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,3,12.82,12.44,12.21,11.74
10753,2019-06-03 14:00:00,0.0,44.81,45,0,2.63,268,2.84,5.6,998.5,11,278.3,0.03,0.01,16.09,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,3,11.5,10.93,10.27,9.86
10754,2019-06-03 15:00:00,0.0,45.58,46,0,-0.23,223,2.93,6.35,997.69,8,278.6,0.04,0.01,16.09,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,4,9.28,8.65,8.18,7.4
10755,2019-06-03 16:00:00,0.0,46.34,46,0,-2.07,34,3.39,6.67,996.96,5,279.0,0.03,0.01,16.09,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,4,6.8,5.81,4.23,3.94
10756,2019-06-03 17:00:00,0.0,45.81,46,0,-0.07,355,3.47,5.31,996.68,2,279.0,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,4,3.1,2.35,1.94,0.0
10757,2019-06-03 18:00:00,0.0,44.41,44,0,2.65,352,2.95,3.27,996.93,1,278.8,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,4,0.0,0.0,0.0,0.61
10769,2019-06-04 06:00:00,0.0,32.63,31,1,19.66,89,5.51,10.97,999.99,0,276.8,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1,0.59,1.07,2.29,2.31
10770,2019-06-04 07:00:00,0.01,34.34,32,0,20.03,107,5.96,10.22,1000.25,1,276.6,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1,4.34,3.66,4.82,5.41
10771,2019-06-04 08:00:00,0.01,36.51,34,0,19.67,127,6.24,9.18,1000.4,3,276.3,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1,6.68,7.99,8.71,9.54
10772,2019-06-04 09:00:00,0.02,38.57,37,0,18.37,143,6.01,7.88,1000.5,5,276.0,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2,10.33,10.9,11.5,11.9
10773,2019-06-04 10:00:00,0.01,40.51,40,0,16.17,155,5.27,6.32,1000.39,8,275.8,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2,12.24,12.51,11.96,5.74
10774,2019-06-04 11:00:00,0.01,42.03,42,0,13.71,162,4.38,4.96,1000.45,11,276.7,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2,13.14,13.23,13.36,13.25
10775,2019-06-04 12:00:00,0.01,43.5,44,0,11.37,151,4.06,4.72,1000.6,12,277.6,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,3,13.21,13.14,12.83,12.63
10776,2019-06-04 13:00:00,0.0,44.03,44,0,8.76,193,4.48,5.68,1000.13,12,277.7,0.02,0.01,16.09,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,3,12.25,11.34,11.39,10.91
10777,2019-06-04 14:00:00,0.0,43.84,44,0,6.34,278,5.04,6.86,999.33,11,277.7,0.04,0.01,16.09,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,3,11.05,10.41,10.28,6.86
10778,2019-06-04 15:00:00,0.01,43.66,44,0,4.5,253,5.36,7.48,998.77,8,277.8,0.04,0.01,16.09,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,4,8.16,7.73,5.78,5.14
10779,2019-06-04 16:00:00,0.03,43.96,44,0,3.12,254,5.42,7.52,998.35,5,277.8,0.03,0.01,16.09,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,4,4.41,2.81,3.59,2.93
10780,2019-06-04 17:00:00,0.06,44.42,44,0,5.03,291,4.87,6.55,998.09,2,277.9,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,4,2.43,1.71,1.24,0.0
10781,2019-06-04 18:00:00,0.06,43.92,44,0,7.65,24,4.08,5.47,998.11,1,277.8,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,4,0.0,0.0,0.0,0.92
10793,2019-06-05 06:00:00,0.17,32.92,33,0,16.28,128,1.49,1.55,999.02,0,282.0,0.0,0.0,16.09,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,23,1,0.94,0.98,2.42,3.24
10794,2019-06-05 07:00:00,0.42,34.33,34,0,16.15,101,1.89,2.06,999.44,1,282.5,0.0,0.0,16.09,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,23,1,3.84,5.02,4.46,5.55
10795,2019-06-05 08:00:00,0.66,36.17,36,0,15.89,77,2.41,2.79,999.9,2,282.6,0.0,0.0,16.09,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,23,1,6.09,7.78,8.19,8.27
10796,2019-06-05 09:00:00,0.8,38.15,38,0,15.92,73,2.77,3.19,1000.19,4,282.6,0.0,0.0,16.09,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,23,2,8.51,9.26,11.01,11.49
10797,2019-06-05 10:00:00,0.84,40.34,39,0,16.42,88,2.99,3.28,1000.42,5,282.5,0.0,0.0,16.09,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,23,2,12.05,12.36,12.67,12.88
10798,2019-06-05 11:00:00,0.85,41.83,41,0,16.41,99,3.01,3.38,1000.89,6,283.1,0.0,0.0,16.09,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,23,2,12.9,13.12,13.29,13.01
10799,2019-06-05 12:00:00,0.79,42.08,41,0,15.07,81,2.65,3.21,1000.94,6,284.1,0.0,0.0,16.09,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,23,3,12.8,11.83,9.5,11.18
10800,2019-06-05 13:00:00,0.64,42.3,42,0,12.16,37,1.93,2.58,1000.27,7,284.3,0.0,0.0,16.09,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,23,3,14.03,11.98,5.47,9.84
10801,2019-06-05 14:00:00,0.48,42.96,43,0,8.7,346,1.27,2.06,999.53,8,284.6,0.0,0.0,16.09,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,23,3,10.26,7.37,10.95,8.74
10802,2019-06-05 15:00:00,0.37,43.38,43,0,6.22,325,1.16,2.16,998.74,6,285.0,0.0,0.0,16.09,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,23,4,5.14,7.26,3.92,5.6
10803,2019-06-05 16:00:00,0.3,43.69,44,0,4.85,284,1.59,2.88,997.85,4,285.6,0.0,0.0,16.09,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,23,4,3.37,3.01,1.19,1.38
10804,2019-06-05 17:00:00,0.24,43.8,44,0,5.54,266,1.51,4.32,997.77,2,285.8,0.0,0.0,16.09,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,23,4,1.74,1.43,0.83,0.0
10805,2019-06-05 18:00:00,0.17,43.18,43,0,6.72,301,1.33,5.07,998.08,1,285.9,0.0,0.0,16.09,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,23,4,0.0,0.0,0.0,0.39
10817,2019-06-06 06:00:00,0.65,35.66,36,0,-1.23,310,3.01,7.21,999.51,0,289.4,0.0,0.0,16.09,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,23,1,0.82,1.33,2.16,2.37
10818,2019-06-06 07:00:00,0.74,36.3,36,0,-0.39,332,3.14,7.13,999.81,1,290.3,0.0,0.0,16.09,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,23,1,4.57,4.55,5.41,6.31
10819,2019-06-06 08:00:00,0.79,37.37,37,0,1.61,350,3.07,5.79,1000.4,2,290.7,0.01,0.01,16.09,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,23,1,7.21,7.93,8.79,9.45
10820,2019-06-06 09:00:00,0.77,38.83,39,0,2.65,314,3.34,5.37,1000.88,4,291.4,0.01,0.01,16.09,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,23,2,10.2,10.89,11.32,11.76
10821,2019-06-06 10:00:00,0.65,40.58,41,0,2.99,260,3.93,5.86,1001.07,5,292.4,0.0,0.0,16.09,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,23,2,12.33,12.75,13.16,13.49
10822,2019-06-06 11:00:00,0.5,41.92,42,0,4.0,248,4.45,6.92,1001.44,7,294.6,0.0,0.0,16.09,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,23,2,13.85,14.22,14.02,14.43
10823,2019-06-06 12:00:00,0.35,42.86,43,0,4.27,236,4.74,7.92,1001.5,9,297.1,0.0,0.0,16.09,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,23,3,14.19,14.15,14.41,14.57
10824,2019-06-06 13:00:00,0.2,43.82,44,0,2.26,227,4.87,8.53,1000.89,10,298.9,0.0,0.0,16.09,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,23,3,14.08,13.57,12.93,12.92
10825,2019-06-06 14:00:00,0.06,44.03,44,0,0.2,224,4.9,9.02,1000.13,9,300.6,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,3,12.14,11.59,10.88,10.37
10826,2019-06-06 15:00:00,0.0,43.53,44,0,-0.51,196,5.05,9.32,999.41,7,301.9,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,4,9.23,7.99,6.96,7.12
10827,2019-06-06 16:00:00,0.0,42.85,43,0,-0.21,41,5.39,9.44,998.9,4,303.0,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,4,5.56,4.99,4.24,3.44
10828,2019-06-06 17:00:00,0.0,43.44,43,0,-1.07,325,6.32,9.38,998.77,2,303.7,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,4,2.8,2.19,1.52,0.0
10829,2019-06-06 18:00:00,0.0,43.97,44,0,-3.3,293,6.28,8.42,999.12,1,301.5,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,4,0.0,0.0,0.0,0.51
10841,2019-06-07 06:00:00,0.0,31.78,31,0,17.41,153,3.5,4.94,1002.33,0,299.1,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1,0.85,1.31,2.18,2.96
10842,2019-06-07 07:00:00,0.0,33.86,32,0,18.85,149,3.82,5.16,1002.81,1,299.1,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1,4.74,4.79,5.76,6.71
10843,2019-06-07 08:00:00,0.0,36.22,34,0,19.17,141,3.92,5.41,1003.24,2,299.1,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1,7.63,8.47,9.31,8.67
10844,2019-06-07 09:00:00,0.0,37.87,37,0,17.69,140,3.54,5.19,1003.4,5,299.3,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2,7.64,11.25,11.86,12.51
10845,2019-06-07 10:00:00,0.0,39.01,39,0,14.04,139,2.72,4.5,1003.53,8,299.4,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2,12.99,13.56,13.74,14.21
